id_trecho,br,br_pad,uf,trecho_desc,localidade,km_ini,km_fim,ext_km,situacao,classe,sentido,jurisdicao,concessao,data_ref,chave_trecho_hint,BR_PAD,UF,KM_INI_SNV,KM_FIM_SNV,KM_INI_ARRED_SNV,__row_id_snv,KM_INI_SHP,KM_FIM_SHP,KM_INI_ARRED_SHP
407BBA0300,407,BR-407,BA,Eixo Principal,Senhor do Bonfim,1026.0,1292.0,266.0,PAV,Ligação,km_crescente,Federal,nao,2025-07,BR-407|BA|1026,BR-407,BA,1026.0,1292.0,1026,1886,,,
407BBA0310,407,BR-407,BA,Eixo Principal,Senhor do Bonfim,1292.0,1585.0,293.0,PAV,Ligação,km_crescente,Federal,nao,2025-07,BR-407|BA|1292,BR-407,BA,1292.0,1585.0,1292,1887,,,
407BBA0320,407,BR-407,BA,Eixo Principal,Senhor do Bonfim,1585.0,1727.0,142.0,PAV,Ligação,km_crescente,Federal,nao,2025-07,BR-407|BA|1585,BR-407,BA,1585.0,1727.0,1585,1888,,,
407BBA0324,407,BR-407,BA,Eixo Principal,Senhor do Bonfim,1727.0,2092.0,365.0,PAV,Ligação,km_crescente,Federal,nao,2025-07,BR-407|BA|1727,BR-407,BA,1727.0,2092.0,1727,1889,,,
407BBA0326,407,BR-407,BA,Eixo Principal,Senhor do Bonfim,2092.0,2310.0,218.0,PAV,Ligação,km_crescente,Federal,nao,2025-07,BR-407|BA|2092,BR-407,BA,2092.0,2310.0,2092,1890,,,
407BBA0327,407,BR-407,BA,Eixo Principal,,2310.0,2360.0,50.0,PLA,Ligação,km_crescente,Federal,nao,2025-07,BR-407|BA|2310,BR-407,BA,2310.0,2360.0,2310,1891,,,
407BBA0328,407,BR-407,BA,Eixo Principal,,2360.0,2406.0,46.0,PLA,Ligação,km_crescente,Federal,nao,2025-07,BR-407|BA|2360,BR-407,BA,2360.0,2406.0,2360,1892,,,
407BBA0330,407,BR-407,BA,Eixo Principal,,2406.0,2708.0,302.0,PLA,Ligação,km_crescente,Estadual,nao,2025-07,BR-407|BA|2406,BR-407,BA,2406.0,2708.0,2406,1893,,,
407BBA0332,407,BR-407,BA,Eixo Principal,,2708.0,2832.0,124.0,PLA,Ligação,km_crescente,Estadual,nao,2025-07,BR-407|BA|2708,BR-407,BA,2708.0,2832.0,2708,1894,,,
407BBA0334,407,BR-407,BA,Eixo Principal,,2832.0,3057.0,225.0,PLA,Ligação,km_crescente,Estadual,nao,2025-07,BR-407|BA|2832,BR-407,BA,2832.0,3057.0,2832,1895,,,
407BBA0350,407,BR-407,BA,Eixo Principal,,3057.0,3142.0,85.0,PLA,Ligação,km_crescente,Estadual,nao,2025-07,BR-407|BA|3057,BR-407,BA,3057.0,3142.0,3057,1896,,,
407BBA0370,407,BR-407,BA,Eixo Principal,,3142.0,3148.0,6.0,PLA,Ligação,km_crescente,Estadual,nao,2025-07,BR-407|BA|3142,BR-407,BA,3142.0,3148.0,3142,1897,,,
407BBA0372,407,BR-407,BA,Eixo Principal,,3148.0,3433.0,285.0,PLA,Ligação,km_crescente,Estadual,nao,2025-07,BR-407|BA|3148,BR-407,BA,3148.0,3433.0,3148,1898,,,
407BBA0374,407,BR-407,BA,Eixo Principal,,3433.0,3570.0,137.0,PLA,Ligação,km_crescente,Estadual,nao,2025-07,BR-407|BA|3433,BR-407,BA,3433.0,3570.0,3433,1899,,,
407BBA0390,407,BR-407,BA,Eixo Principal,,3570.0,3714.0,144.0,PLA,Ligação,km_crescente,Estadual,nao,2025-07,BR-407|BA|3570,BR-407,BA,3570.0,3714.0,3570,1900,,,
407BBA0410,407,BR-407,BA,Eixo Principal,,3714.0,3962.0,248.0,PLA,Ligação,km_crescente,Estadual,nao,2025-07,BR-407|BA|3714,BR-407,BA,3714.0,3962.0,3714,1901,,,
407BBA0430,407,BR-407,BA,Eixo Principal,Feira de Santana,3962.0,4253.0,291.0,PAV,Ligação,km_crescente,Federal,nao,2025-07,BR-407|BA|3962,BR-407,BA,3962.0,4253.0,3962,1902,,,
407BBA0432,407,BR-407,BA,Eixo Principal,Feira de Santana,4253.0,4282.0,29.0,PAV,Ligação,km_crescente,Federal,nao,2025-07,BR-407|BA|4253,BR-407,BA,4253.0,4282.0,4253,1903,,,
407BBA0450,407,BR-407,BA,Eixo Principal,,4282.0,4525.0,243.0,PLA,Ligação,km_crescente,Estadual,nao,2025-07,BR-407|BA|4282,BR-407,BA,4282.0,4525.0,4282,1904,,,
407BBA0452,407,BR-407,BA,Eixo Principal,,4525.0,5025.0,500.0,PLA,Ligação,km_crescente,Estadual,nao,2025-07,BR-407|BA|4525,BR-407,BA,4525.0,5025.0,4525,1905,,,
407BBA0470,407,BR-407,BA,Eixo Principal,,5025.0,5120.0,95.0,PLA,Ligação,km_crescente,Estadual,nao,2025-07,BR-407|BA|5025,BR-407,BA,5025.0,5120.0,5025,1906,,,
407BBA0490,407,BR-407,BA,Eixo Principal,,5120.0,5407.0,287.0,PLA,Ligação,km_crescente,Estadual,nao,2025-07,BR-407|BA|5120,BR-407,BA,5120.0,5407.0,5120,1907,,,
407BBA0495,407,BR-407,BA,Eixo Principal,,5407.0,5454.0,47.0,PLA,Ligação,km_crescente,Estadual,nao,2025-07,BR-407|BA|5407,BR-407,BA,5407.0,5454.0,5407,1908,,,
407BBA0500,407,BR-407,BA,Eixo Principal,,5454.0,5799.0,345.0,PLA,Ligação,km_crescente,Federal,nao,2025-07,BR-407|BA|5454,BR-407,BA,5454.0,5799.0,5454,1909,,,
407BBA0520,407,BR-407,BA,Eixo Principal,,5799.0,5961.0,162.0,PLA,Ligação,km_crescente,Estadual,nao,2025-07,BR-407|BA|5799,BR-407,BA,5799.0,5961.0,5799,1910,,,
407BBA0525,407,BR-407,BA,Eixo Principal,,5961.0,6307.0,346.0,PLA,Ligação,km_crescente,Federal,nao,2025-07,BR-407|BA|5961,BR-407,BA,5961.0,6307.0,5961,1911,,,
407BBA0530,407,BR-407,BA,Eixo Principal,,6307.0,6713.0,406.0,PLA,Ligação,km_crescente,Estadual,nao,2025-07,BR-407|BA|6307,BR-407,BA,6307.0,6713.0,6307,1912,,,
407BBA0535,407,BR-407,BA,Eixo Principal,,6713.0,6800.0,87.0,PLA,Ligação,km_crescente,Estadual,nao,2025-07,BR-407|BA|6713,BR-407,BA,6713.0,6800.0,6713,1913,,,
407BBA0540,407,BR-407,BA,Eixo Principal,,6800.0,6811.0,11.0,PLA,Ligação,km_crescente,Estadual,nao,2025-07,BR-407|BA|6800,BR-407,BA,6800.0,6811.0,6800,1914,,,
407BBA0545,407,BR-407,BA,Eixo Principal,,6811.0,7338.0,527.0,PLA,Ligação,km_crescente,Estadual,nao,2025-07,BR-407|BA|6811,BR-407,BA,6811.0,7338.0,6811,1915,,,
407BBA0550,407,BR-407,BA,Eixo Principal,,7338.0,7368.0,30.0,PLA,Ligação,km_crescente,Estadual,nao,2025-07,BR-407|BA|7338,BR-407,BA,7338.0,7368.0,7338,1916,,,
407BBA0570,407,BR-407,BA,Eixo Principal,,7368.0,7817.0,449.0,PLA,Ligação,km_crescente,Estadual,nao,2025-07,BR-407|BA|7368,BR-407,BA,7368.0,7817.0,7368,1917,,,
407BBA0580,407,BR-407,BA,Eixo Principal,,7817.0,7861.0,44.0,PLA,Ligação,km_crescente,Municipal,nao,2025-07,BR-407|BA|7817,BR-407,BA,7817.0,7861.0,7817,1918,,,
407BPE0210,407,BR-407,PE,Eixo Principal,Petrolina,0.0,108.0,108.0,PAV,Ligação,km_crescente,Federal,nao,2025-07,BR-407|PE|0,BR-407,PE,0.0,108.0,0,1919,,,
407BPE0230,407,BR-407,PE,Eixo Principal,Petrolina,108.0,412.0,304.0,PAV,Ligação,km_crescente,Federal,nao,2025-07,BR-407|PE|108,BR-407,PE,108.0,412.0,108,1920,,,
407BPE0240,407,BR-407,PE,Eixo Principal,Petrolina,412.0,521.0,109.0,PAV,Ligação,km_crescente,Federal,nao,2025-07,BR-407|PE|412,BR-407,PE,412.0,521.0,412,1921,,,
407BPE0250,407,BR-407,PE,Eixo Principal,Petrolina,521.0,1241.0,720.0,PAV,Ligação,km_crescente,Federal,nao,2025-07,BR-407|PE|521,BR-407,PE,521.0,1241.0,521,1922,,,
407BPE0255,407,BR-407,PE,Eixo Principal,Petrolina,1241.0,1261.0,20.0,PAV,Ligação,km_crescente,Federal,nao,2025-07,BR-407|PE|1241,BR-407,PE,1241.0,1261.0,1241,1923,,,
407BPE0260,407,BR-407,PE,Eixo Principal,Petrolina,1261.0,1293.0,32.0,PAV,Ligação,km_crescente,Federal,nao,2025-07,BR-407|PE|1261,BR-407,PE,1261.0,1293.0,1261,1924,,,
407BPE0270,407,BR-407,PE,Eixo Principal,Petrolina,1293.0,1301.0,8.0,PAV,Ligação,km_crescente,Federal,nao,2025-07,BR-407|PE|1293,BR-407,PE,1293.0,1301.0,1293,1925,,,
407BPI0010,407,BR-407,PI,Eixo Principal,,0.0,30.0,30.0,PLA,Ligação,km_crescente,Estadual,nao,2025-07,BR-407|PI|0,BR-407,PI,0.0,30.0,0,1926,,,
407BPI0013,407,BR-407,PI,Eixo Principal,Piripiri,30.0,42.0,12.0,PAV,Ligação,km_crescente,Federal,nao,2025-07,BR-407|PI|30,BR-407,PI,30.0,42.0,30,1927,,,
407BPI0015,407,BR-407,PI,Eixo Principal,,42.0,504.0,462.0,PLA,Ligação,km_crescente,Estadual,nao,2025-07,BR-407|PI|42,BR-407,PI,42.0,504.0,42,1928,,,
407BPI0020,407,BR-407,PI,Eixo Principal,,504.0,583.0,79.0,PLA,Ligação,km_crescente,Estadual,nao,2025-07,BR-407|PI|504,BR-407,PI,504.0,583.0,504,1929,,,
407BPI0025,407,BR-407,PI,Eixo Principal,,583.0,827.0,244.0,PLA,Ligação,km_crescente,Estadual,nao,2025-07,BR-407|PI|583,BR-407,PI,583.0,827.0,583,1930,,,
407BPI0030,407,BR-407,PI,Eixo Principal,,827.0,1563.0,736.0,PLA,Ligação,km_crescente,Estadual,nao,2025-07,BR-407|PI|827,BR-407,PI,827.0,1563.0,827,1931,,,
407BPI0050,407,BR-407,PI,Eixo Principal,,1563.0,1823.0,260.0,PLA,Ligação,km_crescente,Estadual,nao,2025-07,BR-407|PI|1563,BR-407,PI,1563.0,1823.0,1563,1932,,,
407BPI0053,407,BR-407,PI,Eixo Principal,,1823.0,2011.0,188.0,PLA,Ligação,km_crescente,Estadual,nao,2025-07,BR-407|PI|1823,BR-407,PI,1823.0,2011.0,1823,1933,,,
407BPI0055,407,BR-407,PI,Eixo Principal,,2011.0,2177.0,166.0,PLA,Ligação,km_crescente,Estadual,nao,2025-07,BR-407|PI|2011,BR-407,PI,2011.0,2177.0,2011,1934,,,
407BPI0060,407,BR-407,PI,Eixo Principal,,2177.0,2284.0,107.0,PLA,Ligação,km_crescente,Estadual,nao,2025-07,BR-407|PI|2177,BR-407,PI,2177.0,2284.0,2177,1935,,,
407BPI0065,407,BR-407,PI,Eixo Principal,,2284.0,2462.0,178.0,PLA,Ligação,km_crescente,Estadual,nao,2025-07,BR-407|PI|2284,BR-407,PI,2284.0,2462.0,2284,1936,,,
407BPI0075,407,BR-407,PI,Eixo Principal,,2462.0,3082.0,620.0,PLA,Ligação,km_crescente,Estadual,nao,2025-07,BR-407|PI|2462,BR-407,PI,2462.0,3082.0,2462,1937,,,
407BPI0080,407,BR-407,PI,Eixo Principal,,3082.0,3893.0,811.0,PLA,Ligação,km_crescente,Federal,nao,2025-07,BR-407|PI|3082,BR-407,PI,3082.0,3893.0,3082,1938,,,
407BPI0090,407,BR-407,PI,Eixo Principal,,3893.0,4044.0,151.0,PLA,Ligação,km_crescente,Federal,nao,2025-07,BR-407|PI|3893,BR-407,PI,3893.0,4044.0,3893,1939,,,
407BPI0110,407,BR-407,PI,Eixo Principal,,4044.0,4179.0,135.0,PLA,Ligação,km_crescente,Estadual,nao,2025-07,BR-407|PI|4044,BR-407,PI,4044.0,4179.0,4044,1940,,,
407BPI0115,407,BR-407,PI,Eixo Principal,,4179.0,4268.0,89.0,PLA,Ligação,km_crescente,Estadual,nao,2025-07,BR-407|PI|4179,BR-407,PI,4179.0,4268.0,4179,1941,,,
407BPI0130,407,BR-407,PI,Eixo Principal,Picos,4268.0,4309.0,41.0,PAV,Ligação,km_crescente,Federal,nao,2025-07,BR-407|PI|4268,BR-407,PI,4268.0,4309.0,4268,1942,,,
407BPI0150,407,BR-407,PI,Eixo Principal,Picos,4309.0,4370.0,61.0,PAV,Ligação,km_crescente,Federal,nao,2025-07,BR-407|PI|4309,BR-407,PI,4309.0,4370.0,4309,1943,,,
407BPI0170,407,BR-407,PI,Eixo Principal,Picos,4370.0,4427.0,57.0,PAV,Ligação,km_crescente,Federal,nao,2025-07,BR-407|PI|4370,BR-407,PI,4370.0,4427.0,4370,1944,,,
407BPI0172,407,BR-407,PI,Eixo Principal,Picos,4427.0,4470.0,43.0,PAV,Ligação,km_crescente,Federal,nao,2025-07,BR-407|PI|4427,BR-407,PI,4427.0,4470.0,4427,1945,,,
407BPI0173,407,BR-407,PI,Eixo Principal,Picos,4470.0,4766.0,296.0,PAV,Ligação,km_crescente,Federal,nao,2025-07,BR-407|PI|4470,BR-407,PI,4470.0,4766.0,4470,1946,,,
407BPI0175,407,BR-407,PI,Eixo Principal,Picos,4766.0,5040.0,274.0,PAV,Ligação,km_crescente,Federal,nao,2025-07,BR-407|PI|4766,BR-407,PI,4766.0,5040.0,4766,1947,,,
407BPI0177,407,BR-407,PI,Eixo Principal,Picos,5040.0,5219.0,179.0,PAV,Ligação,km_crescente,Federal,nao,2025-07,BR-407|PI|5040,BR-407,PI,5040.0,5219.0,5040,1948,,,
407BPI0180,407,BR-407,PI,Eixo Principal,Picos,5219.0,5446.0,227.0,PAV,Ligação,km_crescente,Federal,nao,2025-07,BR-407|PI|5219,BR-407,PI,5219.0,5446.0,5219,1949,,,
407BPI0183,407,BR-407,PI,Eixo Principal,Picos,5446.0,5574.0,128.0,PAV,Ligação,km_crescente,Federal,nao,2025-07,BR-407|PI|5446,BR-407,PI,5446.0,5574.0,5446,1950,,,
407BPI0185,407,BR-407,PI,Eixo Principal,Picos,5574.0,5811.0,237.0,PAV,Ligação,km_crescente,Federal,nao,2025-07,BR-407|PI|5574,BR-407,PI,5574.0,5811.0,5574,1951,,,
407BPI0187,407,BR-407,PI,Eixo Principal,Picos,5811.0,5936.0,125.0,PAV,Ligação,km_crescente,Federal,nao,2025-07,BR-407|PI|5811,BR-407,PI,5811.0,5936.0,5811,1952,,,
407BPI0190,407,BR-407,PI,Eixo Principal,Picos,5936.0,6253.0,317.0,PAV,Ligação,km_crescente,Federal,nao,2025-07,BR-407|PI|5936,BR-407,PI,5936.0,6253.0,5936,1953,,,
407CBA1005,407,BR-407,BA,Contorno,,0.0,414.0,414.0,PLA,Ligação,km_crescente,Federal,nao,2025-07,BR-407|BA|0,BR-407,BA,0.0,414.0,0,1954,,,
407CBA2005,407,BR-407,BA,Contorno,,0.0,111.0,111.0,PLA,Ligação,km_crescente,Federal,nao,2025-07,BR-407|BA|0,BR-407,BA,0.0,111.0,0,1955,,,
407CPE2005,407,BR-407,PE,Contorno,,0.0,361.0,361.0,PLA,Ligação,km_crescente,Federal,nao,2025-07,BR-407|PE|0,BR-407,PE,0.0,361.0,0,1956,,,
408APE1005,408,BR-408,PE,Acesso,Recife,0.0,15.0,15.0,PAV,Ligação,km_crescente,Federal,nao,2025-07,BR-408|PE|0,BR-408,PE,0.0,15.0,0,1957,,,
408BPB0010,408,BR-408,PB,Eixo Principal,Campina Grande,0.0,123.0,123.0,PAV,Ligação,km_crescente,Federal,nao,2025-07,BR-408|PB|0,BR-408,PB,0.0,123.0,0,1958,,,
408BPB0020,408,BR-408,PB,Eixo Principal,Campina Grande,123.0,309.0,186.0,PAV,Ligação,km_crescente,Federal,nao,2025-07,BR-408|PB|123,BR-408,PB,123.0,309.0,123,1959,,,
408BPB0030,408,BR-408,PB,Eixo Principal,,309.0,344.0,35.0,PLA,Ligação,km_crescente,Estadual,nao,2025-07,BR-408|PB|309,BR-408,PB,309.0,344.0,309,1960,,,
408BPB0040,408,BR-408,PB,Eixo Principal,,344.0,391.0,47.0,PLA,Ligação,km_crescente,Federal,nao,2025-07,BR-408|PB|344,BR-408,PB,344.0,391.0,344,1961,,,
408BPB0060,408,BR-408,PB,Eixo Principal,,391.0,553.0,162.0,PLA,Ligação,km_crescente,Federal,nao,2025-07,BR-408|PB|391,BR-408,PB,391.0,553.0,391,1962,,,
408BPB0070,408,BR-408,PB,Eixo Principal,,553.0,760.0,207.0,PLA,Ligação,km_crescente,Federal,nao,2025-07,BR-408|PB|553,BR-408,PB,553.0,760.0,553,1963,,,
408BPE0090,408,BR-408,PE,Eixo Principal,,0.0,146.0,146.0,PLA,Ligação,km_crescente,Federal,nao,2025-07,BR-408|PE|0,BR-408,PE,0.0,146.0,0,1964,,,
408BPE0110,408,BR-408,PE,Eixo Principal,Recife,146.0,262.0,116.0,PAV,Ligação,km_crescente,Federal,nao,2025-07,BR-408|PE|146,BR-408,PE,146.0,262.0,146,1965,,,
408BPE0130,408,BR-408,PE,Eixo Principal,Recife,262.0,331.0,69.0,PAV,Ligação,km_crescente,Federal,nao,2025-07,BR-408|PE|262,BR-408,PE,262.0,331.0,262,1966,,,
408BPE0150,408,BR-408,PE,Eixo Principal,Recife,331.0,422.0,91.0,PAV,Ligação,km_crescente,Federal,nao,2025-07,BR-408|PE|331,BR-408,PE,331.0,422.0,331,1967,,,
408BPE0160,408,BR-408,PE,Eixo Principal,Recife,422.0,483.0,61.0,PAV,Ligação,km_crescente,Federal,nao,2025-07,BR-408|PE|422,BR-408,PE,422.0,483.0,422,1968,,,
408BPE0170,408,BR-408,PE,Eixo Principal,Recife,483.0,564.0,81.0,PAV,Ligação,km_crescente,Federal,nao,2025-07,BR-408|PE|483,BR-408,PE,483.0,564.0,483,1969,,,
408BPE0190,408,BR-408,PE,Eixo Principal,Recife,564.0,584.0,20.0,PAV,Ligação,km_crescente,Federal,nao,2025-07,BR-408|PE|564,BR-408,PE,564.0,584.0,564,1970,,,
408BPE0200,408,BR-408,PE,Eixo Principal,Recife,584.0,690.0,106.0,PAV,Ligação,km_crescente,Federal,nao,2025-07,BR-408|PE|584,BR-408,PE,584.0,690.0,584,1971,,,
408BPE0220,408,BR-408,PE,Eixo Principal,Recife,690.0,786.0,96.0,PAV,Ligação,km_crescente,Federal,nao,2025-07,BR-408|PE|690,BR-408,PE,690.0,786.0,690,1972,,,
408BPE0240,408,BR-408,PE,Eixo Principal,Recife,786.0,865.0,79.0,PAV,Ligação,km_crescente,Federal,nao,2025-07,BR-408|PE|786,BR-408,PE,786.0,865.0,786,1973,,,
408BPE0260,408,BR-408,PE,Eixo Principal,Recife,865.0,978.0,113.0,PAV,Ligação,km_crescente,Federal,nao,2025-07,BR-408|PE|865,BR-408,PE,865.0,978.0,865,1974,,,
410BBA0010,410,BR-410,BA,Eixo Principal,Euclides da Cunha,0.0,331.0,331.0,PAV,Ligação,km_crescente,Federal,nao,2025-07,BR-410|BA|0,BR-410,BA,0.0,331.0,0,1975,,,
410BBA0020,410,BR-410,BA,Eixo Principal,Euclides da Cunha,331.0,358.0,27.0,PAV,Ligação,km_crescente,Federal,nao,2025-07,BR-410|BA|331,BR-410,BA,331.0,358.0,331,1976,,,
412BPB0010,412,BR-412,PB,Eixo Principal,Campina Grande,0.0,210.0,210.0,PAV,Ligação,km_crescente,Federal,nao,2025-07,BR-412|PB|0,BR-412,PB,0.0,210.0,0,1977,,,
412BPB0030,412,BR-412,PB,Eixo Principal,Campina Grande,210.0,504.0,294.0,PAV,Ligação,km_crescente,Federal,nao,2025-07,BR-412|PB|210,BR-412,PB,210.0,504.0,210,1978,,,
412BPB0040,412,BR-412,PB,Eixo Principal,Campina Grande,504.0,581.0,77.0,PAV,Ligação,km_crescente,Federal,nao,2025-07,BR-412|PB|504,BR-412,PB,504.0,581.0,504,1979,,,
412BPB0050,412,BR-412,PB,Eixo Principal,Campina Grande,581.0,679.0,98.0,PAV,Ligação,km_crescente,Federal,nao,2025-07,BR-412|PB|581,BR-412,PB,581.0,679.0,581,1980,,,
412BPB0055,412,BR-412,PB,Eixo Principal,Campina Grande,679.0,1090.0,411.0,PAV,Ligação,km_crescente,Federal,nao,2025-07,BR-412|PB|679,BR-412,PB,679.0,1090.0,679,1981,,,
412BPB0070,412,BR-412,PB,Eixo Principal,Campina Grande,1090.0,1290.0,200.0,PAV,Ligação,km_crescente,Federal,nao,2025-07,BR-412|PB|1090,BR-412,PB,1090.0,1290.0,1090,1982,,,
412BPB0090,412,BR-412,PB,Eixo Principal,Campina Grande,1290.0,1457.0,167.0,PAV,Ligação,km_crescente,Federal,nao,2025-07,BR-412|PB|1290,BR-412,PB,1290.0,1457.0,1290,1983,,,
415BBA0005,415,BR-415,BA,Eixo Principal,,0.0,64.0,64.0,PLA,Ligação,km_crescente,Municipal,nao,2025-07,BR-415|BA|0,BR-415,BA,0.0,64.0,0,1984,,,
415BBA0010,415,BR-415,BA,Eixo Principal,,64.0,130.0,66.0,PLA,Ligação,km_crescente,Estadual,nao,2025-07,BR-415|BA|64,BR-415,BA,64.0,130.0,64,1985,,,
415BBA0015,415,BR-415,BA,Eixo Principal,,130.0,192.0,62.0,PLA,Ligação,km_crescente,Federal,nao,2025-07,BR-415|BA|130,BR-415,BA,130.0,192.0,130,1986,,,
415BBA0020,415,BR-415,BA,Eixo Principal,Itabuna,192.0,345.0,153.0,PAV,Ligação,km_crescente,Federal,nao,2025-07,BR-415|BA|192,BR-415,BA,192.0,345.0,192,1987,,,
415BBA0025,415,BR-415,BA,Eixo Principal,,345.0,446.0,101.0,PLA,Ligação,km_crescente,Federal,nao,2025-07,BR-415|BA|345,BR-415,BA,345.0,446.0,345,1988,,,
415BBA0030,415,BR-415,BA,Eixo Principal,Itabuna,446.0,495.0,49.0,PAV,Ligação,km_crescente,Federal,nao,2025-07,BR-415|BA|446,BR-415,BA,446.0,495.0,446,1989,,,
415BBA0035,415,BR-415,BA,Eixo Principal,Itabuna,495.0,510.0,15.0,PAV,Ligação,km_crescente,Federal,nao,2025-07,BR-415|BA|495,BR-415,BA,495.0,510.0,495,1990,,,
415BBA0037,415,BR-415,BA,Eixo Principal,Itabuna,510.0,545.0,35.0,PAV,Ligação,km_crescente,Federal,nao,2025-07,BR-415|BA|510,BR-415,BA,510.0,545.0,510,1991,,,
415BBA0040,415,BR-415,BA,Eixo Principal,Itabuna,545.0,650.0,105.0,PAV,Ligação,km_crescente,Federal,nao,2025-07,BR-415|BA|545,BR-415,BA,545.0,650.0,545,1992,,,
415BBA0045,415,BR-415,BA,Eixo Principal,,650.0,660.0,10.0,PLA,Ligação,km_crescente,Estadual,nao,2025-07,BR-415|BA|650,BR-415,BA,650.0,660.0,650,1993,,,
415BBA0050,415,BR-415,BA,Eixo Principal,,660.0,857.0,197.0,PLA,Ligação,km_crescente,Estadual,nao,2025-07,BR-415|BA|660,BR-415,BA,660.0,857.0,660,1994,,,
415BBA0052,415,BR-415,BA,Eixo Principal,,857.0,942.0,85.0,PLA,Ligação,km_crescente,Estadual,nao,2025-07,BR-415|BA|857,BR-415,BA,857.0,942.0,857,1995,,,
415BBA0070,415,BR-415,BA,Eixo Principal,,942.0,1154.0,212.0,PLA,Ligação,km_crescente,Federal,nao,2025-07,BR-415|BA|942,BR-415,BA,942.0,1154.0,942,1996,,,
415BBA0090,415,BR-415,BA,Eixo Principal,,1154.0,1304.0,150.0,PLA,Ligação,km_crescente,Federal,nao,2025-07,BR-415|BA|1154,BR-415,BA,1154.0,1304.0,1154,1997,,,
415BBA0092,415,BR-415,BA,Eixo Principal,,1304.0,1857.0,553.0,PLA,Ligação,km_crescente,Federal,nao,2025-07,BR-415|BA|1304,BR-415,BA,1304.0,1857.0,1304,1998,,,
415BBA0110,415,BR-415,BA,Eixo Principal,,1857.0,2079.0,222.0,PLA,Ligação,km_crescente,Estadual,nao,2025-07,BR-415|BA|1857,BR-415,BA,1857.0,2079.0,1857,1999,,,
415BBA0120,415,BR-415,BA,Eixo Principal,,2079.0,2151.0,72.0,PLA,Ligação,km_crescente,Municipal,nao,2025-07,BR-415|BA|2079,BR-415,BA,2079.0,2151.0,2079,2000,,,
416BAL0010,416,BR-416,AL,Eixo Principal,Maceió,0.0,90.0,90.0,PAV,Ligação,km_crescente,Federal,nao,2025-07,BR-416|AL|0,BR-416,AL,0.0,90.0,0,2001,,,
416BAL0035,416,BR-416,AL,Eixo Principal,Maceió,90.0,176.0,86.0,PAV,Ligação,km_crescente,Federal,nao,2025-07,BR-416|AL|90,BR-416,AL,90.0,176.0,90,2002,,,
416BAL0040,416,BR-416,AL,Eixo Principal,Maceió,176.0,220.0,44.0,N_PAV,Ligação,km_crescente,Federal,nao,2025-07,BR-416|AL|176,BR-416,AL,176.0,220.0,176,2003,,,
416BAL0045,416,BR-416,AL,Eixo Principal,Maceió,220.0,380.0,160.0,PAV,Ligação,km_crescente,Federal,nao,2025-07,BR-416|AL|220,BR-416,AL,220.0,380.0,220,2004,,,
416BAL0050,416,BR-416,AL,Eixo Principal,Maceió,380.0,494.0,114.0,PAV,Ligação,km_crescente,Federal,nao,2025-07,BR-416|AL|380,BR-416,AL,380.0,494.0,380,2005,,,
418BBA0010,418,BR-418,BA,Eixo Principal,Eunápolis,0.0,84.0,84.0,PAV,Ligação,km_crescente,Federal,nao,2025-07,BR-418|BA|0,BR-418,BA,0.0,84.0,0,2006,,,
418BBA0012,418,BR-418,BA,Eixo Principal,Eunápolis,84.0,224.0,140.0,PAV,Ligação,km_crescente,Federal,nao,2025-07,BR-418|BA|84,BR-418,BA,84.0,224.0,84,2007,,,
418BBA0014,418,BR-418,BA,Eixo Principal,Eunápolis,224.0,674.0,450.0,PAV,Ligação,km_crescente,Federal,nao,2025-07,BR-418|BA|224,BR-418,BA,224.0,674.0,224,2008,,,
418BBA0016,418,BR-418,BA,Eixo Principal,Eunápolis,674.0,769.0,95.0,PAV,Ligação,km_crescente,Federal,nao,2025-07,BR-418|BA|674,BR-418,BA,674.0,769.0,674,2009,,,
418BBA0030,418,BR-418,BA,Eixo Principal,Eunápolis,769.0,872.0,103.0,PAV,Ligação,km_crescente,Federal,nao,2025-07,BR-418|BA|769,BR-418,BA,769.0,872.0,769,2010,,,
418BBA0050,418,BR-418,BA,Eixo Principal,Eunápolis,872.0,933.0,61.0,PAV,Ligação,km_crescente,Federal,nao,2025-07,BR-418|BA|872,BR-418,BA,872.0,933.0,872,2011,,,
418BBA0052,418,BR-418,BA,Eixo Principal,Eunápolis,933.0,1068.0,135.0,PAV,Ligação,km_crescente,Federal,nao,2025-07,BR-418|BA|933,BR-418,BA,933.0,1068.0,933,2012,,,
418BBA0054,418,BR-418,BA,Eixo Principal,Eunápolis,1068.0,1239.0,171.0,PAV,Ligação,km_crescente,Federal,nao,2025-07,BR-418|BA|1068,BR-418,BA,1068.0,1239.0,1068,2013,,,
420BBA0010,420,BR-420,BA,Eixo Principal,,0.0,62.0,62.0,PLA,Ligação,km_crescente,Estadual,nao,2025-07,BR-420|BA|0,BR-420,BA,0.0,62.0,0,2014,,,
420BBA0015,420,BR-420,BA,Eixo Principal,,62.0,71.0,9.0,PLA,Ligação,km_crescente,Estadual,nao,2025-07,BR-420|BA|62,BR-420,BA,62.0,71.0,62,2015,,,
420BBA0030,420,BR-420,BA,Eixo Principal,Cruz das Almas,71.0,190.0,119.0,PAV,Ligação,km_crescente,Federal,nao,2025-07,BR-420|BA|71,BR-420,BA,71.0,190.0,71,2016,,,
